id,customer_id,dt,amount,currency,status
10027,455,2025-02-13,295.04,USD,completed
14666,378,2025-02-10,618.55,AZN,completed
8483,95,2025-01-12,196.07,AZN,completed
41214,335,2025-03-27,471.39,AZN,completed
8551,368,2025-02-26,235.07,AZN,completed
21492,121,2025-01-18,139.82,AZN,completed
16488,698,2025-02-19,334.96,USD,completed
5031,752,2025-03-04,111.02,USD,completed
25194,569,2025-01-19,56.32,AZN,completed
45872,394,2025-02-18,789.03,AZN,completed
23077,120,2025-02-13,201.94,AZN,completed
25407,239,2025-03-09,120.35,AZN,failed
45357,713,2025-02-03,124.89,AZN,completed
17907,1,2025-02-01,360.25,USD,completed
5275,719,2025-02-13,97.37,AZN,completed
43337,687,2025-01-07,49.86,USD,completed
23698,341,2025-01-13,460.85,EUR,completed
34724,458,2025-01-19,246.85,EUR,completed
28763,549,2025-01-01,197.13,AZN,completed
4353,394,2025-01-10,209.21,AZN,completed
46485,50,2025-01-18,329.1,AZN,completed
17582,393,2025-03-30,254.24,AZN,completed
25577,884,2025-02-19,91.75,AZN,completed
27829,193,2025-01-17,78.02,EUR,failed
14527,162,2025-01-26,195.61,AZN,completed
5172,547,2025-01-15,202.62,AZN,completed
7824,616,2025-02-10,84.4,AZN,completed
18618,562,2025-03-09,180.35,AZN,completed
12394,932,2025-03-18,302.4,AZN,completed
32333,857,2025-03-13,224.47,AZN,completed
10100,832,2025-03-26,131.82,AZN,completed
848,968,2025-01-01,531.06,AZN,completed
13848,211,2025-01-01,328.85,AZN,completed
23135,108,2025-03-22,400.89,USD,failed
22443,680,2025-01-27,344.55,AZN,completed
41152,875,2025-03-12,207.24,AZN,completed
35378,80,2025-03-05,119.49,AZN,completed
47320,547,2025-01-11,237.49,USD,failed
51078,794,2025-01-31,,AZN,completed
10108,983,2025-03-19,31.71,AZN,completed
26857,384,2025-01-02,261.07,AZN,completed
30544,276,2025-01-14,185.65,USD,completed
39472,450,2025-02-20,355.31,USD,failed
27998,594,2025-01-25,488.97,AZN,pending
31282,491,2025-03-14,469.05,AZN,pending
20531,646,2025-01-07,232.71,AZN,completed
11399,384,2025-01-07,73.03,AZN,pending
45345,317,2025-03-27,154.11,AZN,completed
23124,619,2025-03-21,299.57,AZN,completed
39456,488,2025-01-05,359.34,AZN,failed
8571,73,2025-01-17,32.34,USD,completed
48181,488,2025-02-21,183.14,AZN,completed
31831,207,2025-01-04,122.46,EUR,pending
5898,972,2025-02-04,118.06,AZN,completed
4333,768,2025-02-22,74.72,AZN,completed
34815,954,2025-01-16,267.18,AZN,pending
8768,465,2025-01-28,26.53,AZN,completed
43223,402,2025-02-28,105.77,EUR,completed
47497,995,2025-03-28,516.1,AZN,completed
27550,363,2025-01-01,608.41,AZN,completed
50028,773,2025-01-25,-14.67,AZN,completed
37111,448,2025-02-09,316.18,USD,completed
46837,691,2025-02-01,6.32,AZN,failed
5960,13,2025-01-12,338.25,AZN,completed
13903,235,2025-03-05,130.18,USD,completed
22476,59,2025-01-04,47.43,EUR,pending
12975,252,2025-02-10,206.98,AZN,failed
24213,575,2025-03-25,281.16,AZN,completed
12291,364,2025-02-09,575.12,AZN,completed
46341,34,2025-03-29,304.07,USD,completed
46141,626,2025-01-07,125.07,AZN,pending
24897,888,2025-01-07,99.07,AZN,completed
50107,179,2025-01-31,-117.59,AZN,completed
742,644,2025-03-06,448.56,USD,completed
38590,966,2025-01-06,535.84,AZN,completed
2242,422,2025-02-08,428.66,USD,pending
7253,322,2025-03-23,31.04,AZN,completed
24045,449,2025-02-13,202.02,AZN,pending
15850,611,2025-01-28,216.48,USD,completed
24912,722,2025-01-16,192.94,AZN,completed
39891,926,2025-02-27,345.41,USD,pending
16684,86,2025-03-12,229.38,USD,pending
21536,182,2025-01-20,171.67,USD,completed
36241,833,2025-03-26,304.3,EUR,completed
45448,101,2025-01-31,586.65,AZN,completed
32447,719,2025-01-09,93.11,AZN,completed
35543,947,2025-03-15,198.67,AZN,completed
35067,623,2025-02-07,195.77,USD,completed
48467,316,2025-01-22,321.99,AZN,completed
34994,879,2025-03-22,101.83,EUR,completed
30848,324,2025-01-04,233.73,USD,completed
2991,531,2025-03-09,70.09,AZN,completed
18974,708,2025-02-05,230.82,AZN,completed
1597,298,2025-02-10,277.86,USD,completed
24288,307,2025-03-12,229.55,AZN,completed
15369,742,2025-01-18,376.66,AZN,completed
2576,891,2025-02-22,236.57,USD,completed
47362,376,2025-01-11,53.72,USD,completed
41050,226,2025-02-07,200.67,AZN,completed
21246,773,2025-03-11,64.76,EUR,completed
24514,773,2025-01-06,431.29,AZN,completed
23235,179,2025-01-15,303.03,EUR,completed
49194,58,2025-02-11,589.06,AZN,completed
3064,169,2025-02-26,140.61,USD,completed
5872,706,2025-02-08,310.58,AZN,completed
48068,104,2025-03-20,778.04,AZN,completed
27392,857,2025-02-10,213.66,EUR,completed
16701,80,2025-03-04,163.72,USD,completed
18233,16,2025-01-02,380.68,USD,completed
19188,601,2025-03-27,44.75,USD,completed
42557,774,2025-01-17,275.5,AZN,completed
27969,461,2025-03-19,15.77,AZN,failed
45958,785,2025-01-29,34.39,AZN,completed
43429,336,2025-03-04,49.24,EUR,completed
1342,146,2025-01-11,143.84,AZN,pending
12820,836,2025-02-17,178.92,AZN,completed
33859,705,2025-01-01,230.21,USD,completed
8578,568,2025-03-15,146.28,AZN,completed
40136,203,2025-01-10,123.66,USD,completed
4230,244,2025-01-12,296.39,AZN,pending
26603,927,2025-01-14,382.05,AZN,pending
38467,480,2025-01-21,120.29,USD,completed
19375,145,2025-01-23,583.32,USD,pending
49388,205,2025-01-02,331.09,EUR,completed
46137,338,2025-03-10,555.98,AZN,pending
17438,470,2025-03-02,562.1,AZN,completed
26555,790,2025-03-07,112.97,AZN,completed
14041,600,2025-03-31,486.67,AZN,completed
146,142,2025-03-18,94.17,AZN,completed
23800,198,2025-02-23,486.6,EUR,completed
26793,190,2025-02-02,334.69,AZN,completed
33905,754,2025-01-06,569.8,AZN,completed
18410,703,2025-02-22,359.18,AZN,pending
29423,110,2025-03-26,239.42,USD,completed
29163,951,2025-02-23,179.62,USD,pending
29788,984,2025-03-31,115.83,AZN,completed
44004,498,2025-02-28,186.09,USD,completed
6081,520,2025-03-11,231.73,AZN,completed
32558,798,2025-03-21,348.21,AZN,completed
33381,116,2025-01-16,102.84,AZN,completed
31188,247,2025-01-10,315.46,AZN,completed
35975,231,2025-03-27,140.78,USD,completed
32370,228,2025-03-09,390.96,AZN,completed
37380,466,2025-03-15,223.12,AZN,completed
35283,222,2025-01-28,135.23,AZN,failed
29419,147,2025-03-14,324.44,AZN,completed
25976,813,2025-03-05,61.88,USD,completed
39291,496,2025-02-14,171.28,EUR,completed
33566,513,2025-01-05,220.93,USD,completed
7731,952,2025-02-05,138.15,EUR,completed
25928,478,2025-01-17,226.55,USD,completed
28591,556,2025-01-23,52.9,AZN,completed
21137,49,2025-02-23,49.03,EUR,completed
12384,110,2025-02-08,48.36,EUR,completed
28875,837,2025-03-25,256.27,AZN,pending
51012,650,2025-01-13,,USD,completed
43812,976,2025-01-14,391.23,AZN,pending
16772,675,2025-01-14,403.48,AZN,completed
18465,888,2025-02-15,135.5,AZN,completed
21788,205,2025-01-13,477.2,AZN,completed
27414,1,2025-01-27,437.38,AZN,completed
29336,736,2025-02-22,134.79,AZN,completed
24994,330,2025-02-07,66.89,AZN,pending
26171,446,2025-02-18,143.82,USD,completed
23662,662,2025-01-19,254.92,AZN,completed
41075,662,2025-02-11,86.33,AZN,completed
1729,458,2025-03-30,579.84,USD,completed
28374,700,2025-03-23,574.04,USD,completed
42525,204,2025-02-28,189.92,USD,completed
18792,478,2025-01-13,371.37,EUR,completed
38778,854,2025-01-31,453.9,EUR,failed
5918,624,2025-03-24,124.84,AZN,completed
9097,532,2025-02-28,167.73,AZN,completed
36492,136,2025-02-07,464.79,EUR,completed
38139,955,2025-03-27,441.63,AZN,completed
19552,244,2025-01-16,135.5,AZN,completed
50591,71,2025-01-16,-211.24,AZN,completed
18959,389,2025-01-12,197.26,USD,completed
19444,460,2025-03-22,222.55,AZN,completed
41337,905,2025-03-02,247.97,AZN,completed
42279,607,2025-02-28,374.77,AZN,completed
31789,614,2025-01-12,13.06,AZN,completed
48040,53,2025-03-06,640.67,AZN,completed
44918,197,2025-02-22,645.82,AZN,completed
4876,52,2025-03-06,38.17,USD,completed
24336,458,2025-02-04,167.89,USD,completed
27445,12,2025-01-20,124.4,USD,completed
47094,155,2025-03-15,35.6,AZN,completed
46700,879,2025-02-14,135.35,AZN,completed
39905,293,2025-03-02,662.24,USD,completed
36903,99,2025-01-01,254.38,USD,failed
15707,877,2025-03-21,63.51,AZN,pending
35615,429,2025-01-06,254.03,AZN,completed
50356,752,2025-03-05,-237.43,USD,completed
35638,551,2025-03-13,227.38,AZN,pending
10937,811,2025-02-20,396.82,EUR,completed
47696,805,2025-01-25,365.13,EUR,completed
31084,469,2025-03-30,530.69,AZN,completed
21710,543,2025-01-16,205.04,USD,completed
14638,848,2025-03-25,297.35,AZN,completed
6510,513,2025-01-25,118.33,USD,completed
5810,704,2025-02-05,192.58,USD,pending
40021,861,2025-03-05,122.51,AZN,pending
28379,938,2025-03-26,120.45,AZN,completed
15075,935,2025-03-19,235.81,AZN,completed
33482,660,2025-03-30,376.42,AZN,completed
35177,708,2025-02-17,425.55,EUR,completed
48059,653,2025-02-19,120.61,USD,completed
40038,190,2025-03-04,264.15,USD,completed
36687,810,2025-02-22,228.15,USD,completed
12692,572,2025-01-17,460.33,AZN,completed
6168,922,2025-01-04,139.39,AZN,completed
36323,667,2025-01-30,225.99,USD,completed
37216,254,2025-02-13,161.2,AZN,failed
3160,269,2025-03-29,90.14,AZN,completed
17708,425,2025-02-11,151.42,AZN,completed
44482,636,2025-01-25,60.01,USD,completed
48283,754,2025-03-06,174.34,AZN,completed
1525,99,2025-01-05,148.53,AZN,completed
50567,120,2025-01-25,-324.49,AZN,completed
15849,679,2025-03-30,196.71,AZN,completed
34771,956,2025-01-30,333.06,AZN,completed
16323,570,2025-02-24,377.79,AZN,completed
34505,533,2025-03-15,54.56,EUR,completed
46398,617,2025-02-10,341.59,USD,completed
16346,273,2025-01-09,286.3,USD,failed
7910,639,2025-01-16,481.0,USD,completed
49408,243,2025-01-07,217.5,EUR,pending
20923,234,2025-03-18,129.1,EUR,completed
40102,881,2025-02-11,262.09,AZN,completed
14761,389,2025-02-25,235.63,AZN,completed
36039,23,2025-02-13,255.97,USD,failed
6038,808,2025-01-08,162.52,AZN,completed
42875,197,2025-03-21,222.74,AZN,completed
49281,794,2025-01-02,137.65,EUR,completed
4134,977,2025-01-21,114.19,USD,pending
20736,478,2025-03-04,171.75,AZN,completed
8820,610,2025-01-19,267.89,USD,completed
42234,306,2025-03-04,660.68,AZN,pending
41275,40,2025-01-16,81.66,USD,completed
10066,390,2025-01-24,190.3,AZN,completed
38136,473,2025-03-28,240.0,AZN,completed
21605,221,2025-01-14,35.4,AZN,pending
15907,917,2025-02-15,210.05,AZN,pending
159,576,2025-02-28,204.88,USD,completed
7722,580,2025-02-09,85.02,AZN,completed
12383,344,2025-02-17,376.59,AZN,completed
18364,526,2025-02-03,149.22,AZN,pending
8861,817,2025-01-17,110.47,AZN,completed
40390,217,2025-03-30,44.33,AZN,completed
19485,689,2025-03-30,89.77,USD,completed
18155,668,2025-03-09,69.13,AZN,completed
24424,900,2025-03-02,157.95,USD,completed
5781,669,2025-03-07,638.32,USD,completed
42825,107,2025-01-06,150.54,AZN,completed
38382,634,2025-02-15,72.72,AZN,completed
11219,635,2025-01-19,240.83,EUR,pending
34973,634,2025-03-16,270.45,AZN,completed
44030,389,2025-02-07,92.22,AZN,completed
36137,19,2025-01-11,88.15,USD,failed
26562,545,2025-01-08,185.2,AZN,completed
1923,815,2025-01-02,117.14,USD,completed
28310,257,2025-03-28,291.1,AZN,failed
2811,714,2025-02-23,180.37,AZN,failed
44932,35,2025-02-19,298.64,AZN,completed
50013,697,2025-01-11,-166.93,AZN,completed
18031,669,2025-02-27,79.51,EUR,completed
34932,671,2025-02-28,302.11,USD,completed
49801,773,2025-03-11,167.68,USD,completed
46671,972,2025-01-14,439.38,USD,completed
20278,388,2025-02-17,201.5,AZN,pending
16102,875,2025-01-18,662.09,AZN,completed
30005,947,2025-02-11,96.38,AZN,completed
47714,137,2025-03-13,543.46,EUR,completed
33977,459,2025-03-19,683.78,USD,failed
22952,367,2025-03-15,146.53,AZN,completed
18577,580,2025-01-18,184.91,AZN,completed
30975,646,2025-03-10,154.33,EUR,completed
38720,175,2025-02-15,40.32,AZN,completed
42545,417,2025-02-28,329.0,EUR,completed
46065,224,2025-01-01,230.76,AZN,completed
37518,632,2025-01-07,452.91,USD,completed
29398,145,2025-01-01,241.77,USD,completed
17788,13,2025-02-21,151.47,AZN,failed
27070,142,2025-03-01,88.04,AZN,completed
18404,137,2025-03-30,110.07,EUR,completed
20331,9,2025-02-16,139.79,AZN,completed
28424,691,2025-02-26,650.58,AZN,completed
30798,306,2025-01-20,81.49,AZN,completed
12554,1,2025-01-16,95.16,EUR,completed
23253,292,2025-03-30,277.09,AZN,completed
7764,363,2025-03-31,241.03,AZN,pending
22345,891,2025-02-23,207.24,AZN,completed
6674,360,2025-02-25,88.15,AZN,completed
30075,78,2025-03-01,189.4,EUR,completed
22210,918,2025-01-11,53.59,AZN,completed
29707,968,2025-03-12,413.89,USD,completed
27014,950,2025-03-23,549.92,USD,completed
23448,998,2025-02-07,323.29,AZN,completed
39178,949,2025-03-21,81.62,USD,completed
8123,760,2025-03-25,201.28,USD,completed
5694,227,2025-01-16,100.11,USD,completed
7939,480,2025-03-05,235.39,AZN,completed
42814,756,2025-03-22,389.0,AZN,completed
50684,713,2025-01-14,,EUR,completed
1667,942,2025-03-17,28.63,EUR,completed
30163,419,2025-01-25,111.9,USD,completed
33534,577,2025-02-28,262.54,AZN,completed
36238,220,2025-02-28,385.47,AZN,completed
35481,792,2025-01-31,86.7,AZN,completed
38239,428,2025-02-18,41.07,USD,completed
40430,478,2025-01-20,515.6,USD,completed
20298,873,2025-03-24,89.37,AZN,pending
15964,209,2025-03-27,177.02,EUR,completed
8717,122,2025-01-18,143.82,AZN,completed
5618,844,2025-01-19,72.96,AZN,completed
49980,274,2025-02-02,99.55,AZN,completed
28924,777,2025-03-11,176.53,EUR,completed
26574,383,2025-02-16,142.13,USD,completed
47332,754,2025-02-18,158.3,AZN,completed
40655,889,2025-01-14,191.02,AZN,completed
12873,199,2025-01-19,196.54,AZN,completed
35122,704,2025-02-02,121.97,USD,completed
3977,159,2025-03-07,287.16,EUR,pending
10528,372,2025-01-22,353.73,AZN,completed
45858,640,2025-03-28,205.4,EUR,completed
15946,15,2025-03-20,210.28,AZN,completed
27965,589,2025-02-01,144.32,AZN,completed
14686,788,2025-03-26,89.84,EUR,completed
19481,164,2025-02-02,159.4,AZN,completed
27354,581,2025-01-23,157.91,USD,pending
14958,908,2025-01-08,81.82,USD,completed
23022,872,2025-02-20,171.14,USD,completed
15630,607,2025-02-05,338.02,EUR,completed
25838,153,2025-02-01,144.36,AZN,completed
19063,663,2025-01-24,283.12,AZN,pending
37294,320,2025-02-14,77.48,USD,pending
43966,818,2025-01-14,118.41,AZN,completed
11769,133,2025-03-21,438.21,AZN,completed
20920,437,2025-03-10,595.68,AZN,completed
4003,489,2025-02-14,317.16,AZN,completed
22244,613,2025-01-18,263.9,USD,completed
13262,399,2025-03-27,28.7,AZN,completed
48681,130,2025-02-12,90.08,AZN,completed
36670,666,2025-01-14,62.44,AZN,completed
14689,448,2025-03-01,234.93,AZN,completed
30778,388,2025-03-05,192.3,EUR,completed
32631,558,2025-01-31,98.7,USD,completed
20817,105,2025-03-13,151.89,AZN,completed
35829,929,2025-02-01,115.1,AZN,completed
32454,61,2025-02-06,335.48,USD,completed
11938,808,2025-03-06,363.29,AZN,completed
39530,528,2025-02-22,383.02,AZN,completed
41996,580,2025-02-04,137.04,AZN,completed
19759,225,2025-01-25,404.54,AZN,completed
25697,226,2025-01-29,184.48,AZN,completed
31340,380,2025-02-06,291.2,USD,completed
1675,350,2025-02-20,118.48,USD,completed
49313,957,2025-02-13,324.77,AZN,completed
49853,705,2025-01-17,454.05,AZN,pending
27096,575,2025-01-10,119.49,AZN,completed
16344,177,2025-01-14,51.3,USD,pending
13331,93,2025-01-06,166.4,AZN,completed
4421,717,2025-01-06,375.55,EUR,completed
5835,954,2025-01-17,429.7,AZN,completed
29023,336,2025-02-24,44.92,USD,completed
36297,550,2025-02-18,389.81,AZN,completed
38497,769,2025-01-06,161.3,USD,completed
359,485,2025-01-02,312.51,USD,completed
8745,262,2025-03-29,181.68,AZN,completed
46557,740,2025-02-13,266.36,USD,completed
46033,469,2025-01-13,97.4,AZN,completed
22276,980,2025-03-12,109.82,AZN,failed
21317,684,2025-01-18,78.24,AZN,completed
40299,929,2025-03-29,6.0,USD,completed
16923,612,2025-03-17,21.94,AZN,completed
32987,335,2025-02-03,300.83,AZN,completed
15864,228,2025-01-21,31.09,USD,completed
2639,792,2025-01-03,274.26,EUR,completed
17326,980,2025-03-19,121.81,USD,completed
15447,950,2025-01-30,594.24,USD,completed
13410,148,2025-03-10,55.85,USD,failed
24702,489,2025-03-02,428.11,AZN,completed
44209,788,2025-02-27,382.89,AZN,completed
49349,765,2025-02-07,227.48,AZN,failed
14019,509,2025-01-15,213.78,AZN,completed
11470,523,2025-03-07,142.86,AZN,completed
38078,325,2025-02-26,309.08,USD,completed
19115,895,2025-02-05,67.77,EUR,completed
17685,393,2025-02-24,144.16,AZN,completed
32886,506,2025-01-15,223.63,USD,completed
7301,941,2025-03-21,165.36,USD,completed
25817,520,2025-02-08,245.5,AZN,pending
24327,419,2025-01-06,508.51,AZN,pending
18247,240,2025-02-19,224.28,AZN,pending
15489,468,2025-03-25,27.95,AZN,completed
8519,490,2025-03-01,168.0,EUR,completed
45724,586,2025-02-23,82.35,EUR,failed
41164,236,2025-03-09,201.28,AZN,completed
27229,513,2025-01-20,43.71,AZN,failed
46807,707,2025-02-16,04.08,USD,completed
48052,270,2025-01-31,194.16,AZN,completed
34073,431,2025-03-06,379.4,USD,completed
5651,737,2025-02-07,223.67,AZN,completed
27659,830,2025-02-25,206.73,USD,completed
23873,132,2025-02-24,813.18,EUR,completed
33580,718,2025-02-27,529.59,EUR,completed
2864,297,2025-02-02,137.99,AZN,completed
42702,534,2025-01-24,288.23,AZN,completed
3911,925,2025-03-19,61.57,AZN,completed
8601,444,2025-01-27,451.99,EUR,completed
44769,315,2025-03-09,131.03,USD,completed
22411,264,2025-03-04,3.67,USD,completed
40196,308,2025-03-17,315.95,AZN,completed
22320,660,2025-02-05,179.11,AZN,completed
9088,49,2025-02-03,209.1,USD,completed
20702,639,2025-01-13,246.47,AZN,completed
7116,333,2025-01-06,264.32,AZN,completed
14158,658,2025-02-03,93.71,AZN,completed
22058,26,2025-01-08,418.33,AZN,completed
938,953,2025-01-26,324.01,AZN,completed
43600,410,2025-01-03,157.3,EUR,completed
27836,389,2025-02-05,228.24,AZN,completed
37206,809,2025-01-22,365.73,AZN,completed
3500,486,2025-03-05,174.66,EUR,completed
16201,232,2025-02-19,512.25,EUR,pending
1515,374,2025-01-20,258.11,AZN,completed
47519,186,2025-03-26,239.72,USD,completed
4677,717,2025-02-27,14.68,USD,completed
42446,71,2025-03-16,236.88,AZN,pending
46279,101,2025-02-09,50.65,AZN,pending
47734,528,2025-03-08,488.93,AZN,completed
41853,558,2025-01-20,267.27,EUR,completed
14753,142,2025-01-26,616.63,AZN,completed
8138,486,2025-03-15,280.09,USD,failed
35284,90,2025-03-07,186.08,EUR,completed
13027,50,2025-02-12,205.99,AZN,completed
50035,872,2025-03-14,-292.96,EUR,completed
46941,339,2025-02-24,482.57,USD,completed
3123,999,2025-03-30,340.72,AZN,completed
39557,108,2025-02-01,316.09,AZN,completed
25181,872,2025-03-17,36.61,AZN,completed
2245,748,2025-01-03,117.01,AZN,completed
37208,573,2025-02-14,147.37,AZN,completed
26457,68,2025-03-13,278.13,USD,completed
2791,283,2025-03-01,102.82,AZN,completed
31630,884,2025-01-10,397.35,AZN,completed
16211,243,2025-01-20,182.72,USD,completed
48728,80,2025-01-25,35.14,AZN,completed
40802,919,2025-01-07,305.95,USD,completed
1385,640,2025-02-24,142.9,USD,completed
24211,927,2025-03-14,147.15,AZN,completed
7238,229,2025-02-26,111.19,AZN,completed
11693,542,2025-03-16,888.14,AZN,completed
50440,592,2025-01-17,-33.89,AZN,completed
1300,197,2025-03-16,160.2,AZN,pending
18226,671,2025-03-21,387.13,EUR,completed
24057,36,2025-02-02,665.75,AZN,completed
11433,1000,2025-03-09,159.3,AZN,completed
14347,530,2025-03-19,362.34,AZN,completed
46146,124,2025-01-29,264.74,EUR,completed
23125,783,2025-02-22,272.7,AZN,completed
23033,52,2025-02-22,76.91,AZN,completed
7889,410,2025-03-01,224.97,AZN,completed
45960,624,2025-03-04,85.75,AZN,pending
25198,76,2025-03-16,287.52,USD,completed
21793,412,2025-01-03,365.7,AZN,completed
46091,475,2025-01-24,238.67,EUR,completed
26527,480,2025-02-28,104.47,AZN,completed
10722,913,2025-01-09,157.42,AZN,completed
7873,790,2025-01-28,126.96,AZN,completed
17005,498,2025-01-09,411.07,AZN,completed
16741,182,2025-01-26,56.34,AZN,completed
39089,168,2025-03-17,167.27,AZN,completed
23458,280,2025-02-01,345.67,EUR,completed
39062,10,2025-03-20,264.5,USD,completed
21527,928,2025-02-22,71.09,EUR,completed
38604,823,2025-01-03,58.03,AZN,completed
27647,463,2025-01-15,117.75,AZN,completed
42129,858,2025-02-09,439.0,USD,completed
24487,423,2025-03-16,614.19,USD,completed
39019,985,2025-02-17,183.29,USD,completed
27917,944,2025-03-09,191.8,USD,completed
29909,36,2025-02-17,201.56,USD,completed
32298,455,2025-02-18,241.68,USD,completed
37558,871,2025-01-27,173.82,AZN,completed
26922,395,2025-02-14,1327.0,EUR,completed
2775,313,2025-01-21,311.49,AZN,pending
30241,373,2025-03-02,28.39,USD,completed
46484,228,2025-01-22,53.17,AZN,completed
41644,326,2025-02-17,281.49,AZN,completed
50726,951,2025-01-27,,USD,completed
33423,634,2025-01-19,329.74,AZN,completed
10607,581,2025-02-21,196.35,USD,completed
29157,715,2025-03-14,214.15,USD,completed
14294,659,2025-02-15,378.06,AZN,completed
8020,386,2025-02-14,345.4,USD,completed
9867,587,2025-01-25,68.52,USD,completed
32509,994,2025-02-07,672.89,USD,completed
30188,638,2025-03-07,173.96,AZN,completed
20766,343,2025-03-31,368.61,AZN,completed
23597,446,2025-01-02,408.41,AZN,pending
14839,539,2025-03-03,297.25,EUR,completed
31445,429,2025-01-13,96.57,AZN,completed
21596,756,2025-03-25,94.25,USD,completed
31864,495,2025-01-21,327.31,AZN,completed
14512,528,2025-03-06,235.67,EUR,completed
45452,982,2025-02-19,123.4,EUR,completed
23184,333,2025-01-13,220.86,USD,completed
48037,883,2025-03-23,66.51,USD,completed
18176,736,2025-03-09,18.63,AZN,completed
48434,303,2025-01-19,346.01,AZN,completed
28725,845,2025-02-21,103.03,USD,completed
48193,513,2025-02-11,167.7,AZN,completed
19262,709,2025-02-19,28.7,USD,completed
4454,740,2025-03-09,61.25,AZN,completed
39837,481,2025-02-11,104.29,AZN,completed
14189,282,2025-03-06,206.41,AZN,completed
6833,756,2025-01-29,425.47,USD,completed
6458,130,2025-03-08,521.35,EUR,completed
79,433,2025-03-03,242.42,AZN,completed
6146,220,2025-02-28,181.42,AZN,completed
40559,634,2025-01-21,167.23,USD,completed
13533,791,2025-01-06,126.2,EUR,completed
42662,435,2025-03-09,41.82,AZN,completed
19543,185,2025-02-12,128.47,USD,pending
10013,967,2025-03-29,417.3,AZN,completed
40244,356,2025-03-15,509.48,AZN,completed
24259,917,2025-01-19,41.79,EUR,completed
38503,783,2025-01-05,347.79,AZN,completed
40940,373,2025-02-02,328.52,EUR,pending
26610,662,2025-03-09,212.91,AZN,completed
10217,400,2025-01-14,91.85,AZN,completed
582,695,2025-03-15,375.38,EUR,completed
43538,632,2025-03-22,45.67,AZN,completed
51205,,2025-03-04,28.36,USD,pending
14620,981,2025-01-30,120.1,AZN,completed
36633,883,2025-03-21,110.83,USD,pending
31616,897,2025-01-28,184.99,EUR,completed
1765,988,2025-03-22,274.29,AZN,completed
27878,741,2025-03-11,189.86,USD,completed
22241,33,2025-02-27,65.88,AZN,failed
29715,69,2025-02-08,406.01,AZN,completed
756,317,2025-02-26,896.88,AZN,pending
31687,453,2025-03-13,115.54,AZN,completed
21411,152,2025-02-01,65.24,AZN,completed
20596,88,2025-03-04,142.0,AZN,completed
24284,538,2025-03-07,216.6,USD,pending
